citycode	countrycode	latitude	longitude
CKB	US	39.29666666666667	-80.22805555555556
CKD	US	61.86666666666667	-158.13333333333333
CKG	CN	29.71944444444444	106.64194444444445
CKH	RU	70.62444444444444	147.89666666666665
CKS	BR	-6.1177777777777775	-50.00361111111111
CKX	US	64.06638888888888	-141.95138888888889
CKY	GN	9.576944444444445	-13.611944444444443
CKZ	TR	40.13777777777778	26.42666666666667
CLE	US	41.416666666666664	-81.85
CLJ	RO	46.78527777777778	23.68611111111111
CLL	US	30.58861111111111	-96.36388888888888
CLO	CO	3.543333333333333	-76.38166666666666
CLP	US	58.83361111111111	-158.52944444444447
CLQ	MX	19.276944444444442	-103.5775
CLS	US	46.68333333333333	-122.98333333333333
CLT	US	35.21388888888889	-80.94305555555556
CLV	BR	-17.72472222222222	-48.61
CLY	FR	42.52027777777778	8.793055555555556
CMA	AU	-28.029999999999998	145.62222222222223
CMB	LK	6.933333333333334	79.85
CME	MX	18.653333333333332	-91.80111111111111
CMF	FR	45.63916666666667	5.880000000000001
CMG	BR	-19.011944444444445	-57.67305555555555
CMH	US	40.0	-82.88333333333334
CMI	US	40.03916666666667	-88.27805555555555
CMJ	TW	23.25	119.41666666666667
CMN	MA	33.3675	-7.59
CMW	CU	21.42027777777778	-77.8475
CMX	US	47.16833333333333	-88.48916666666666
CNC	AU	-10.050277777777778	143.07166666666666
CND	RO	44.36222222222222	28.488333333333333
CNJ	AU	-20.66861111111111	140.50444444444443
CNM	US	32.337500000000006	-104.26333333333334
CNN	IN	11.915833333333333	75.54583333333333
CNP	GL	70.74333333333334	-22.650555555555552
CNQ	AR	-27.445555555555554	-58.761944444444445
CNS	AU	-16.878055555555555	145.74888888888887
CNX	TH	18.77138888888889	98.96277777777777
CNY	US	38.76083333333333	-109.7475
COD	US	44.51777777777777	-109.0261111111111
COH	IN	26.333333333333332	89.46666666666667
COK	IN	10.151944444444444	76.40194444444445
COL	GB	56.60194444444445	-6.617777777777778
COO	BJ	6.357222222222222	2.3844444444444446
COQ	MN	48.135555555555555	114.6463888888889
COR	AR	-31.310000000000002	-64.20833333333334
COS	US	38.81666666666667	-104.71666666666667
COU	US	38.81805555555556	-92.21972222222223
CPC	AR	-40.07527777777778	-71.13722222222223
CPD	AU	-29.040277777777778	134.72
CPE	MX	19.816666666666666	-90.50027777777778
CPH	DK	55.61666666666667	12.65
CPO	CL	-27.261666666666667	-70.77916666666667
CPR	US	42.908055555555556	-106.46444444444445
CPT	ZA	-33.96472222222223	18.601666666666667
CPV	BR	-7.27	-35.896388888888886
CPX	PR	18.3125	-65.30305555555556
CQD	IR	32.29833333333333	50.84055555555556
CQW	CN	29.464166666666667	107.69333333333334
CRA	RO	44.31805555555556	23.88861111111111
CRD	AR	-45.78527777777778	-67.46555555555555
CRI	BS	22.745555555555555	-74.18222222222222
CRK	PH	15.186111111111112	120.56027777777777
CRM	PH	12.5025	124.63583333333334
CRP	US	27.766666666666666	-97.5
CRU	GD	12.476666666666667	-61.471944444444446
CRV	IT	38.99916666666667	17.079722222222223
CRW	US	38.37305555555555	-81.59305555555555
CRZ	TM	39.083333333333336	63.61194444444445
CSA	GB	56.05777777777777	-6.243055555555555
CSG	US	32.516666666666666	-84.95
CSK	SN	12.39472222222222	-16.747500000000002
CSM	US	35.516666666666666	-98.98333333333333
CSU	BR	-29.683333333333334	-52.416666666666664
CSX	CN	28.19361111111111	113.21777777777778
CSY	RU	56.09027777777778	47.34722222222222
CTA	IT	37.46666666666667	15.06388888888889
CTC	AR	-28.593055555555555	-65.75111111111111
CTD	PA	7.9880555555555555	-80.41000000000001
CTG	CO	10.4425	-75.51305555555555
CTL	AU	-26.41333333333333	146.2625
CTM	MX	18.504722222222224	-88.32694444444444
CTN	AU	-15.443611111111112	145.18277777777777
CTU	CN	30.578611111111112	103.94722222222222
CUC	CO	7.9275	-72.51166666666667
CUE	EC	-2.8894444444444445	-78.98444444444445
CUF	IT	44.5475	7.623055555555556
CUK	BZ	17.735277777777778	-88.0325
CUL	MX	24.764444444444443	-107.47472222222223
CUM	VE	10.450277777777776	-64.13055555555555
CUN	MX	21.03666666666667	-86.87722222222222
CUQ	AU	-13.762777777777778	143.11694444444444
CUR	CW	12.18888888888889	-68.95972222222223
CUU	MX	28.702777777777776	-105.96444444444445
CUZ	PE	-13.535833333333333	-71.9388888888889
CVG	US	39.15	-84.45
CVM	MX	23.703333333333333	-98.9563888888889
CVN	US	34.416666666666664	-103.08333333333333
CVQ	AU	-24.884722222222223	113.66638888888889
CVT	GB	52.36972222222222	-1.4797222222222224
CVU	PT	39.671388888888885	-31.113611111111112
CWB	BR	-25.4	-49.25
CWJ	CN	23.27611111111111	99.37333333333332
CWL	GB	51.39666666666667	-3.3433333333333333
CXB	BD	21.452222222222222	91.96388888888889
CXI	KI	1.986388888888889	-157.35416666666666
CXJ	BR	-29.196944444444444	-51.1875
CXY	BS	25.555	-79.27555555555556
CYA	HT	18.266666666666666	-73.78333333333333
CYB	KY	19.686944444444446	-79.88277777777778
CYC	BZ	17.683611111111112	-88.045
CYF	US	60.15972222222222	-164.27472222222224
CYI	TW	23.46333333333333	120.39055555555557
CYO	CU	21.616388888888892	-81.5461111111111
CYP	PH	12.072777777777777	124.545
CYS	US	41.15	-104.8
CYX	RU	68.74166666666667	161.3375
CYZ	PH	16.92888888888889	121.75527777777778
CZH	BZ	18.3825	-88.41083333333334
CZL	DZ	36.27611111111111	6.620277777777778
CZM	MX	20.521666666666665	-86.93694444444445
CZN	US	62.07361111111111	-142.0511111111111
CZS	BR	-7.6	-72.76944444444445
CZU	CO	9.332777777777778	-75.28555555555555
CZX	CN	31.919444444444444	119.77833333333334
DAB	US	29.18	-81.05805555555555
DAC	BD	23.843333333333334	90.39777777777779
DAD	VN	16.04388888888889	108.19944444444445
DAM	SY	33.410555555555554	36.51416666666667
DAR	TZ	-6.878055555555556	39.2025
DAT	CN	39.71888888888889	113.14611111111111
DAU	PG	-9.086666666666668	143.20805555555555
DAV	PA	8.39111111111111	-82.435
DAY	US	39.75	-84.18333333333334
DBC	CN	45.505	123.01888888888888
DBO	AU	-32.21888888888889	148.57555555555555
DBQ	US	42.401944444444446	-90.70944444444444
DBR	IN	26.19361111111111	85.91694444444445
DBV	HR	42.561388888888885	18.26833333333333
DCM	FR	43.555	2.2905555555555552
DCY	CN	29.316666666666666	100.06
DDC	US	37.76027777777778	-99.96416666666667
DDD	MV	2.665277777777778	72.89027777777778
DDG	CN	40.025555555555556	124.28694444444444
DDR	CN	28.604722222222225	86.79805555555555
DEB	HU	47.48888888888889	21.61527777777778
DEC	US	39.83444444444444	-88.86555555555555
DED	IN	30.189722222222223	78.18027777777779
DEE	RU	43.96138888888889	145.68555555555557
DEF	IR	32.44277777777778	48.388333333333335
DEL	IN	28.56638888888889	77.10305555555556
DEN	US	39.86388888888889	-104.66666666666667
DEX	ID	-4.855277777777777	139.48388888888888
DFW	US	32.766666666666666	-96.78333333333333
DGA	BZ	16.982499999999998	-88.23111111111112
DGE	AU	-32.565	149.60944444444445
DGH	IN	24.446944444444444	86.70611111111111
DGM	LK	7.108333333333333	79.86999999999999
DGO	MX	24.124166666666667	-104.52805555555555
DGT	PH	9.334444444444445	123.3
DHG	RU	44.558055555555555	135.4908333333333
DHI	NP	28.754722222222224	80.5825
DHM	IN	32.165277777777774	76.26055555555556
DHN	US	31.32138888888889	-85.44972222222222
DIB	IN	27.483333333333334	95.01666666666667
DIE	MG	-12.349444444444446	49.291666666666664
DIG	CN	27.791666666666668	99.67805555555556
DIK	US	46.8	-102.8
DIL	TL	-8.546666666666667	125.52472222222222
DIN	VN	21.4	103.00444444444445
DIR	ET	9.624722222222223	41.85416666666667
DIU	IN	20.71388888888889	70.92166666666667
DIY	TR	37.89388888888889	40.20111111111111
DJB	ID	-1.6380555555555556	103.64444444444445
DJE	TN	33.875	10.775555555555556
DJG	DZ	24.29277777777778	9.452499999999999
DJJ	ID	-2.576944444444444	140.51638888888888
DJN	US	64.05055555555555	-145.72555555555556
DKA	NG	13.005277777777778	7.658611111111111
DKR	SN	14.692777777777778	-17.446666666666665
DKS	RU	73.51777777777778	80.37694444444443
DLA	CM	4.006111111111111	9.719444444444445
DLC	CN	38.96555555555556	121.53861111111111
DLE	FR	47.04277777777778	5.4350000000000005
DLG	US	59.04472222222222	-158.50555555555556
DLH	US	46.842222222222226	-92.19361111111111
DLI	VN	11.75	108.36666666666666
DLM	TR	36.713055555555556	28.7925
DLU	CN	25.650277777777777	100.31944444444444
DLY	VU	-18.770555555555553	169.0038888888889
DLZ	MN	43.608333333333334	104.37194444444444
DMB	KZ	42.853611111111114	71.30361111111111
DMD	AU	-17.940277777777776	138.82166666666666
DMM	SA	26.47111111111111	49.797777777777775
DMU	IN	25.8825	93.77444444444444
DND	GB	56.452222222222225	-3.0255555555555556
DNH	CN	40.092222222222226	94.68166666666667
DNN	US	34.71666666666667	-84.86666666666666
DNP	NP	28.116666666666667	82.31666666666666
DNR	FR	48.58777777777778	-2.08
DNV	US	40.2	-87.58333333333333
DNZ	TR	37.785555555555554	29.70138888888889
DOB	ID	-5.772777777777778	134.2111111111111
DOD	TZ	-6.170555555555556	35.7525
DOH	QA	25.274444444444445	51.608333333333334
DOL	FR	49.36333333333334	0.16
DOM	DM	15.533333333333333	-61.3
DOY	CN	37.507777777777775	118.78944444444444
DPL	PH	8.604166666666666	123.3425
DPO	AU	-41.16972222222222	146.43027777777777
DPS	ID	-8.748055555555554	115.16722222222222
DPT	RU	69.39250000000001	139.89027777777778
DQA	CN	46.75	125.13916666666667
DQM	OM	19.5	57.64277777777778
DRB	AU	-17.371944444444445	123.66250000000001
DRG	US	66.06944444444444	-162.76638888888888
DRK	CR	8.719166666666666	-83.64194444444445
DRO	US	37.15	-107.75
DRP	PH	13.111666666666666	123.68111111111112
DRS	DE	51.13444444444444	13.768055555555556
DRT	US	29.366666666666667	-100.91666666666667
DRV	MV	5.156944444444445	73.13
DRW	AU	-12.383333333333333	130.73333333333332
DSA	GB	53.47527777777778	-1.0038888888888888
DSE	ET	11.083333333333334	39.71666666666667
DSM	US	41.534166666666664	-93.65777777777778
DSN	CN	39.492222222222225	109.86305555555555
DTB	ID	2.2597222222222224	98.9875
DTM	DE	51.51833333333333	7.612222222222222
DTT	US	42.333333333333336	-83.05
DTU	CN	48.50611111111111	126.19777777777779
DUB	IE	53.421388888888885	-6.27
DUD	NZ	-45.92916666666667	170.1975
DUE	AO	-7.400555555555556	20.81888888888889
DUG	US	31.466666666666665	-109.6
DUJ	US	41.17833333333333	-78.89861111111112
DUR	ZA	-29.966666666666665	30.95
DUS	DE	51.21666666666667	6.7666666666666675
DUT	US	53.89888888888889	-166.54472222222222
DVL	US	48.11555555555556	-98.90805555555556
DVO	PH	7.125277777777777	125.64555555555556
DWD	SA	24.45	44.12111111111111
DWO	LK	6.905555555555556	79.90916666666668
DXB	AE	25.252777777777776	55.36388888888889
DXJ	CN	28.495	109.51944444444445
DYG	CN	29.104444444444447	110.44305555555556
DYR	RU	64.735	177.74138888888888
DYU	TJ	38.54333333333333	68.825
DZA	YT	-12.806666666666667	45.28055555555555
DZH	CN	31.04888888888889	107.43611111111112
DZN	KZ	47.71	67.74027777777778
EAA	US	64.77833333333334	-141.16055555555556
EAE	VU	-17.088055555555556	168.34166666666667
EAL	MH	9.396944444444443	167.47083333333333
EAM	SA	17.61138888888889	44.41916666666666
EAP	CH	47.60277777777778	7.533333333333333
EAR	US	40.72666666666667	-99.00916666666667
EAS	ES	43.35638888888889	-1.7905555555555555
EAT	US	47.39888888888889	-120.20722222222223
EAU	US	44.865833333333335	-91.48416666666667
EBB	UG	0.0425	32.44361111111111
EBH	DZ	33.72083333333334	1.0913888888888887
EBJ	DK	55.5	8.483333333333333
EBL	IQ	36.23777777777778	43.963055555555556
EBO	MH	4.598055555555555	168.75166666666667
EBU	FR	45.534166666666664	4.2972222222222225
ECN	CY	35.15972222222222	33.48833333333334
ECP	US	30.175	-85.66861111111112
EDA	US	55.95	-133.66666666666666
EDI	GB	55.95	-3.3725
EDL	KE	0.40472222222222226	35.23888888888889
EDN	RU	47.17666666666666	138.66111111111113
EDO	TR	39.55472222222222	27.01388888888889
EDR	AU	-14.896944444444443	141.60972222222222
EEA	BR	-27.633888888888887	-50.35666666666667
EEK	US	60.215	-162.01194444444445
EFL	GR	38.12	20.500555555555554
EGC	FR	44.824444444444445	0.5205555555555557
EGE	US	39.63333333333333	-106.91666666666667
EGM	SB	-8.57861111111111	157.87555555555556
EGO	RU	50.64388888888889	36.59
EGS	IS	65.28333333333333	-14.401388888888889
EGX	US	58.18555555555555	-157.37555555555556
EHU	CN	30.341388888888886	115.02944444444444
EIN	NL	51.45	5.383333333333334
EJA	CO	7.024444444444445	-73.80666666666666
EJT	MH	6.040555555555556	171.98305555555555
EKO	US	40.8275	-115.78138888888888
EKS	RU	49.19222222222222	142.0811111111111
ELC	AU	-12.019444444444446	135.57055555555556
ELD	US	33.221111111111114	-92.81333333333333
ELF	SD	13.615	25.32472222222222
ELG	DZ	30.581666666666667	2.8616666666666672
ELH	BS	25.474999999999998	-76.68361111111112
ELI	US	64.61555555555555	-162.27027777777778
ELM	US	42.16	-76.89166666666668
ELP	US	31.8	-106.38333333333334
ELQ	SA	26.302777777777777	43.77388888888889
ELS	ZA	-33.035555555555554	27.825833333333332
ELU	DZ	33.51277777777778	6.782777777777778
ELV	US	58.195277777777775	-136.3475
EMD	AU	-23.57	148.17777777777778
EME	DE	53.39111111111111	7.225555555555555
EMK	US	62.78611111111111	-164.4908333333333
EMN	MR	16.621944444444445	-7.316666666666666
ENA	US	60.573055555555555	-151.24499999999998
ENE	ID	-8.849166666666667	121.66055555555556
ENH	CN	30.32111111111111	109.48527777777778
ENI	PH	11.202499999999999	119.41638888888889
ENS	NL	52.275	6.886388888888888
ENU	NG	6.474166666666667	7.561944444444444
ENY	CN	36.63666666666666	109.55333333333333
EPR	AU	-33.68222222222222	121.82249999999999
EQS	AR	-42.903888888888886	-71.13555555555556
ERC	TR	39.71027777777778	39.526944444444446
ERF	DE	50.97972222222222	10.958055555555555
ERG	RU	61.275	108.03
ERH	MA	31.946944444444444	-4.398888888888889
ERI	US	42.081944444444446	-80.17611111111111
ERL	CN	43.42333333333333	112.0911111111111
ERN	BR	-6.639722222222222	-69.88
ERZ	TR	39.95638888888889	41.17027777777778
ESC	US	45.720555555555556	-87.09583333333333
ESD	US	48.7075	-122.91083333333334
ESR	CL	-26.308333333333334	-69.75166666666667
ESU	MA	31.3975	-9.681666666666667
ETH	IL	29.558333333333334	34.95888888888889
ETL	RU	46.54194444444444	138.32166666666666
ETM	IL	29.72722222222222	34.998333333333335
ETR	EC	-3.435277777777778	-79.97805555555556
ETZ	FR	48.96666666666667	6.233333333333333
EUA	TO	-21.377222222222223	-174.95749999999998
EUG	US	44.124722222222225	-123.21194444444444
EUN	MA	27.151666666666664	-13.219166666666666
EUQ	PH	10.767777777777779	121.9325
EUX	BQ	17.49638888888889	-62.97944444444445
EVE	NO	68.49138888888889	16.678055555555556
EVG	SE	62.047777777777775	14.423055555555555
EVN	AM	40.14722222222222	44.395833333333336
EVV	US	38.036944444444444	-87.5325
EWB	US	41.67611111111111	-70.95694444444445
EWE	ID	-5.483333333333333	138.06666666666666
EWN	US	35.073055555555555	-77.04305555555555
EXT	GB	50.73444444444444	-3.4138888888888888
EYA	RU	53.68833333333333	127.0911111111111
EYK	RU	63.690555555555555	66.69972222222222
EYP	CO	5.319166666666667	-72.38388888888889
EYW	US	24.55	-81.76666666666667
EZS	TR	38.606944444444444	39.29138888888889
EZV	RU	63.92111111111111	65.03055555555555
FAC	PF	-16.686666666666667	-145.32972222222222
FAE	FO	62.06638888888889	-7.293055555555555
FAI	US	64.81666666666666	-147.86666666666667
FAO	PT	37.01444444444444	-7.965833333333333
FAR	US	46.92055555555555	-96.81583333333333
FAT	US	36.766666666666666	-119.71666666666667
FAU	OM	22.350833333333334	56.48972222222222
FAV	PF	-16.054166666666667	-145.65694444444446
FAY	US	34.99	-78.88305555555554
FBM	CD	-11.59138888888889	27.530833333333334
FCA	US	48.31055555555555	-114.25611111111111
FCN	DE	53.76777777777777	8.658611111111112
FDE	NO	61.39194444444444	5.760555555555555
FDF	MQ	14.591111111111111	-61.003055555555555
FDH	DE	47.671388888888885	9.511388888888888
FDU	CD	-3.3166666666666664	17.366666666666667
FEC	BR	-12.200555555555555	-38.907222222222224
FEG	UZ	40.36138888888889	71.74472222222222
FEN	BR	-3.855	-32.42333333333333
FEZ	MA	33.92722222222222	-4.978055555555556
FGU	PF	-15.82	-140.88583333333332
FHZ	PF	-15.992222222222221	-140.16472222222222
FIE	GB	59.53472222222222	-1.6286111111111112
FIH	CD	-4.3	15.3
FIZ	AU	-18.183611111111112	125.56
FJR	AE	25.112222222222222	56.323888888888895
FKB	DE	49.0	8.4
FKI	CD	0.4816666666666667	25.338055555555556
FKQ	ID	-2.9202777777777778	132.26694444444445
FKS	JP	37.2275	140.43055555555554
FLA	CO	1.5891666666666668	-75.56444444444445
FLL	US	26.066666666666666	-80.16666666666667
FLN	BR	-27.670555555555556	-48.54722222222222
FLO	US	34.1875	-79.72472222222223
FLR	IT	43.80888888888889	11.202777777777778
FLS	AU	-40.09444444444445	147.99388888888888
FLW	PT	39.45527777777778	-31.13138888888889
FLZ	ID	1.5558333333333334	98.8888888888889
FMA	AR	-26.212777777777777	-58.22805555555556
FMI	CD	-5.877777777777778	29.246111111111112
FMM	DE	47.988055555555555	10.237499999999999
FMO	DE	52.13472222222222	7.684722222222223
FMT	MV	0.1922222222222222	73.19972222222222
FMY	US	26.583333333333332	-81.86666666666666
FNA	SL	8.616666666666667	-13.2
FNC	PT	32.69416666666666	-16.778055555555554
FND	MV	6.1625000000000005	73.2875
FNI	FR	43.836666666666666	4.359999999999999
FNL	US	40.583333333333336	-105.08333333333333
FNT	US	42.96555555555556	-83.74361111111111
FOA	GB	60.12222222222222	-2.053611111111111
FOC	CN	25.935	119.66333333333334
FOD	US	42.551111111111105	-94.19194444444445
FOG	IT	41.43333333333333	15.534722222222221
FOK	US	40.841944444444444	-72.6325
FON	CR	10.469722222222222	-84.57888888888888
FOR	BR	-3.776388888888889	-38.5325
FPO	BS	26.558611111111112	-78.69555555555556
FRA	DE	50.03333333333333	8.566666666666666
FRD	US	48.534166666666664	-123.01722222222222
FRE	SB	-8.1075	159.57722222222222
FRL	IT	44.19555555555555	12.069722222222222
FRO	NO	61.58361111111111	5.0247222222222225
FRS	GT	16.915555555555553	-89.86972222222222
FRU	KG	43.061388888888885	74.4775
FRW	BW	-21.15972222222222	27.474444444444444
FSC	FR	41.50222222222222	9.096666666666668
FSD	US	43.581944444444446	-96.74194444444444
FSM	US	35.336666666666666	-94.36749999999999
FSP	PM	46.763333333333335	-56.17444444444444
FSZ	JP	34.79694444444444	138.1808333333333
FTA	VU	-19.51638888888889	170.23250000000002
FTE	AR	-50.28	-72.05333333333333
FTU	MG	-25.03805555555556	46.95611111111111
FTW	US	32.75111111111111	-97.33111111111111
FUE	ES	28.452777777777776	-13.863888888888889
FUG	CN	32.880833333333335	115.73361111111112
FUJ	JP	32.66638888888889	128.83277777777778
FUK	JP	33.58583333333333	130.45055555555555
FUN	TV	-8.525277777777779	179.19583333333333
FUO	CN	23.081666666666667	113.07
FUT	WF	-14.311388888888889	-178.06611111111113
FVM	MV	-0.3094444444444444	73.43277777777779
FWA	US	41.11666666666667	-85.11666666666666
FYJ	CN	48.19777777777777	134.36444444444444
FYN	CN	46.801111111111105	89.53833333333333
FYU	US	66.57138888888889	-145.25055555555556
FYV	US	36.05	-94.16666666666667
GAE	TN	33.7325	9.916111111111112
GAJ	JP	38.411944444444444	140.3713888888889
GAL	US	64.73611111111111	-156.9375
GAM	US	63.766666666666666	-171.73277777777778
GAN	MV	-0.6933333333333334	73.15555555555557
GAO	CU	20.085277777777776	-75.15833333333335
GAQ	ML	16.248333333333335	-0.005555555555555556
GAS	KE	-0.46361111111111114	39.64833333333333
GAU	IN	26.10611111111111	91.58583333333333
GAX	GA	-2.753888888888889	10.006944444444445
GAY	IN	24.744444444444447	84.95111111111112
GBE	BW	-24.55527777777778	25.918333333333333
GBI	IN	17.30777777777778	76.95861111111111
GBJ	GP	15.86888888888889	-61.269999999999996
GBT	IR	36.91138888888889	54.39805555555556
GBZ	NZ	-36.166666666666664	175.33333333333334
GCC	US	44.347500000000004	-105.54166666666667
GCH	IR	30.33611111111111	50.830000000000005
GCI	GB	49.43472222222222	-2.6019444444444444
GCK	US	37.927499999999995	-100.72444444444444
GCM	KY	19.29277777777778	-81.35777777777777
GCN	US	35.95	-112.15
GCW	US	35.99027777777778	-113.81638888888888
GDB	IN	21.52472222222222	80.28833333333333
GDE	ET	5.9350000000000005	43.578611111111115
GDL	MX	20.521666666666665	-103.3111111111111
GDN	PL	54.35194444444445	18.64638888888889
GDQ	ET	12.520000000000001	37.43416666666666
GDT	TC	21.44527777777778	-71.14527777777778
GDV	US	47.14055555555556	-104.80944444444444
GDX	RU	59.91111111111111	150.72055555555556
GEG	US	47.63333333333333	-117.53333333333333
GEL	BR	-28.282777777777778	-54.17027777777778
GEM	GQ	1.6913888888888888	11.023888888888889
GEO	GY	6.498611111111111	-58.25416666666667
GER	CU	21.834722222222222	-82.78388888888888
GES	PH	6.106388888888889	125.23527777777778
GET	AU	-28.796666666666667	114.7063888888889
GEV	SE	67.1325	20.814722222222223
GFF	AU	-34.25388888888889	146.06166666666667
GFK	US	47.94916666666666	-97.17611111111111
GGF	BR	-1.4791666666666667	-52.57805555555556
GGG	US	32.38388888888889	-94.71138888888889
GGJ	BR	-24.08111111111111	-54.19138888888889
GGM	KE	0.2713888888888889	34.7875
GGR	SO	8.458055555555555	48.5675
GGT	BS	23.5625	-75.87805555555555
GGW	US	48.212500000000006	-106.61472222222221
GHA	DZ	32.384166666666665	3.7941666666666665
GHB	BS	25.284722222222225	-76.33111111111111
GHC	BS	25.75027777777778	-77.85
GHS	ID	-0.2038888888888889	115.75972222222222
GHT	LY	25.145555555555553	10.142777777777777
GHV	RO	45.70611111111111	25.523333333333333
GIB	GI	36.151111111111106	-5.349722222222222
GIC	AU	-9.233055555555556	142.2175
GIL	PK	35.91888888888889	74.33361111111111
GIS	NZ	-38.663888888888884	177.97694444444446
GIT	TZ	-2.8666666666666667	32.166666666666664
GIU	LK	7.956111111111111	80.72833333333334
GIZ	SA	16.90111111111111	42.58583333333333
GJA	HN	16.44388888888889	-85.9038888888889
GJL	DZ	36.794999999999995	5.873611111111112
GJR	IS	65.99527777777777	-21.326944444444443
GJT	US	39.123333333333335	-108.52583333333334
GKA	PG	-6.081666666666666	145.39194444444445
GKK	MV	0.7330555555555556	73.43416666666667
GKN	US	62.156666666666666	-145.45472222222222
GLA	GB	55.88333333333333	-4.25
GLF	CR	8.653333333333334	-83.18138888888889
GLH	US	33.477222222222224	-90.985
GLK	SO	6.7813888888888885	47.45444444444445
GLN	MA	29.026666666666667	-10.050277777777778
GLO	GB	51.89388888888889	-2.1669444444444443
GLT	AU	-23.869722222222222	151.2227777777778
GLV	US	64.54805555555555	-163.01194444444445
GMA	CD	3.2352777777777777	19.77138888888889
GMB	ET	8.12888888888889	34.56305555555555
GMO	NG	10.298055555555555	10.898888888888889
GMQ	CN	34.4075	100.32222222222222
GMR	PF	-23.08	-134.89027777777778
GMZ	ES	28.029722222222222	-17.21472222222222
GND	GD	12.004166666666666	-61.78611111111111
GNI	TW	22.674166666666668	121.46611111111112
GNJ	AZ	40.735	46.3175
GNM	BR	-14.216666666666667	-42.78333333333333
GNS	ID	1.1669444444444446	97.70444444444445
GNU	US	59.117777777777775	-161.57611111111112
GNV	US	29.69	-82.27166666666666
GNY	TR	37.09444444444445	38.846944444444446
GOA	IT	44.413333333333334	8.8375
GOB	ET	7.118888888888889	40.044999999999995
GOH	GL	64.19083333333333	-51.67805555555555
GOI	IN	15.380833333333333	73.83138888888888
GOJ	RU	56.230000000000004	43.784166666666664
GOM	CD	-1.6708333333333332	29.238333333333333
GOP	IN	26.741111111111113	83.45
GOQ	CN	36.400555555555556	94.78833333333333
GOT	SE	57.71666666666667	11.966666666666667
GOU	CM	9.335833333333333	13.370000000000001
GOV	AU	-12.269444444444446	136.81833333333333
GOX	IN	15.731666666666667	73.86805555555554
GOY	RU	64.33416666666666	100.43222222222222
GOZ	BG	43.15138888888889	25.712777777777777
GPA	GR	38.151111111111106	21.425555555555558
GPB	BR	-25.388055555555557	-51.5225
GPI	CO	2.57	-77.89833333333334
GPS	EC	-0.4538888888888889	-90.26583333333333
GPT	US	30.40722222222222	-89.07
GRB	US	44.48555555555556	-88.13388888888889
GRI	US	40.9675	-98.30972222222222
GRJ	ZA	-34.00555555555555	22.378888888888888
GRO	ES	41.966944444444444	2.8102777777777774
GRQ	NL	53.125	6.583333333333333
GRR	US	42.880833333333335	-85.52277777777778
GRV	RU	43.388333333333335	45.7
GRW	PT	39.092222222222226	-28.029722222222222
GRX	ES	37.18861111111111	-3.777222222222222
GRY	IS	66.54583333333333	-18.01722222222222
GRZ	AT	46.993611111111115	15.44
GSM	IR	26.751944444444444	55.89722222222222
GSO	US	36.09777777777778	-79.93722222222223
GSP	US	34.85	-82.38333333333334
GST	US	58.416666666666664	-135.7
GSV	RU	51.71277777777778	46.17111111111111
GTE	AU	-13.9725	136.4586111111111
GTF	US	47.5	-111.36666666666666
GTO	ID	0.6372222222222222	122.85138888888888
GTP	US	42.51	-123.38777777777779
GTS	AU	-20.548333333333336	130.35
GTZ	TZ	-2.160833333333333	34.225
GUA	GT	14.584444444444445	-90.52722222222222
GUC	US	38.535555555555554	-106.93305555555555
GUM	GU	13.483333333333333	144.73333333333332
GUO	SO	5.3175	45.98527777777778
GUP	US	35.51111111111111	-108.78944444444444
GUR	PG	-10.311388888888889	150.33916666666667
GUW	KZ	47.121944444444445	51.82138888888889
GVA	CH	46.238055555555555	6.108888888888888
GVN	RU	48.92722222222222	140.03416666666666
GVR	BR	-18.89527777777778	-41.98222222222223
GVX	SE	60.68333333333333	17.166666666666668
GWD	PK	25.233333333333334	62.32944444444445
GWL	IN	26.293333333333337	78.22777777777777
GWT	DE	54.913333333333334	8.340555555555556
GXF	YE	15.966111111111111	48.788333333333334
GXH	CN	34.81888888888889	102.62083333333332
GYA	BO	-10.817777777777778	-65.34722222222221
GYE	EC	-2.1574999999999998	-79.88361111111112
GYL	AU	-16.63611111111111	128.45027777777776
GYN	BR	-16.631944444444446	-49.220555555555556
GYS	CN	32.39	105.69305555555556
GYU	CN	36.07888888888889	106.21638888888889
GYZ	AU	-28.034166666666668	123.81444444444445
GZG	CN	30.142222222222223	101.73972222222223
GZO	SB	-8.0975	156.8636111111111
GZP	TR	36.29805555555556	32.290277777777774
GZT	TR	36.947222222222216	37.478611111111114
HAA	NO	70.48666666666666	22.139722222222222
HAC	JP	33.115	139.78583333333333
HAD	SE	56.691111111111105	12.820277777777777
HAJ	DE	52.45	9.7
HAK	CN	19.934722222222224	110.4588888888889
HAM	DE	53.63333333333333	9.983333333333333
HAN	VN	21.22111111111111	105.80722222222222
HAQ	MV	6.746388888888889	73.16861111111112
HAR	US	40.266666666666666	-76.86666666666666
HAS	SA	27.438055555555557	41.686388888888885
HAU	NO	59.34527777777778	5.208333333333334
HAV	CU	22.990277777777777	-82.40777777777778
HAY	CO	8.246666666666666	-73.58055555555555
HBA	AU	-42.836111111111116	147.5102777777778
HBQ	CN	38.00833333333333	100.64083333333333
HBX	IN	15.361666666666666	75.08694444444444
HCJ	CN	24.784166666666668	107.70027777777779
HCQ	AU	-18.233333333333334	127.66666666666667
HCR	US	62.19027777777777	-159.7725
HCZ	CN	25.753333333333334	112.84444444444443
